gene	drug	regulatory approval	indication	interaction score
CD70	HYDROCHLOROTHIAZIDE	Approved	antihypertensive agent	0.0878054702938035
CD70	VORSETUZUMAB MAFODOTIN	Not Approved	antineoplastic agent	4.039051633514961
CD70	VORSETUZUMAB	Not Approved	""	4.039051633514961
CD70	ANTI-CD27L ANTIBODY-DRUG CONJUGATE AMG 172	Not Approved	""	4.039051633514961
CD70	VORSETZUMAB MAFODOTIN	Not Approved	""	4.039051633514961
CD70	CUSATUZUMAB	Not Approved	""	4.039051633514961
CD70	VORSETUZUMAB	Not Approved	antiinflammatory agent	8.078103267029922
CD70	SGN-CD70A	Not Approved	""	4.039051633514961
TNFRSF1B	INFLIXIMAB-DYYB	Approved	DMARD,antiinflammatory agent	1.016277507787635
TNFRSF1B	CARBAMAZEPINE	Approved	for treatment of bipolar disorder	0.2143170254518142
TNFRSF1B	ADALIMUMAB-ADBM	Approved	DMARD,antiinflammatory agent	0.4773424657790409
TNFRSF1B	ETANERCEPT-SZZS	Approved	DMARD,antiinflammatory agent	0.6058577450272442
TNFRSF1B	COLLOIDAL GOLD-BOUND TUMOR NECROSIS FACTOR	Not Approved	antineoplastic agent	2.625383561784724
TNFRSF1B	STAVUDINE	Approved	""	0.8078103267029924
TNFRSF1B	DIDANOSINE	Approved	""	0.7501095890813498
TNFRSF1B	DACTINOMYCIN	Approved	""	0.30004383563254
TNFRSF1B	USTEKINUMAB	Approved	DMARD,antiinflammatory agent,Antipsoriatic Agents	0.5250767123569451
TNFRSF1B	LITHIUM	Approved	""	0.2500365296937833
IFNGR2	INTERFERON GAMMA-1B	Approved	antiosteoporotic agent	105.0153424713889
OSMR	VIXARELIMAB	Not Approved	""	52.50767123569449
FGF7	COMPOUND 34 [PMID: 25974391]	Not Approved	""	13.12691780892362
FGF7	DTRIM24	Not Approved	""	26.25383561784724
SGK2	DOVITINIB	Not Approved	antineoplastic agent	0.03713413807333415
SGK2	SP-600125	Not Approved	""	0.04214098815063764
SGK2	SOTRASTAURIN	Not Approved	""	0.06148439254765164
SGK2	PF-562271	Not Approved	""	0.03472729579080324
SGK2	AZD-1080	Not Approved	""	0.2206204673768676
SGK2	CENISERTIB	Not Approved	antineoplastic agent	0.0317843046220911
SGK2	GW441756X	Not Approved	""	0.05770073762164231
SGK2	FASUDIL	Not Approved	""	0.1293292394967845
SGK2	RG-1530	Not Approved	""	0.03989944622773138
SGK2	GSK-269962A	Not Approved	""	0.0852397260319716
SGK2	CYC-116	Not Approved	""	0.03866544273615206
SGK2	ILORASERTIB	Not Approved	""	0.03233230987419612
SGK2	PHA-767491	Not Approved	""	0.0568264840213144
SGK2	SB220025	Not Approved	""	0.1209854175937661
COL4A5	OCRIPLASMIN	Approved	""	0.6908904109959803
COL4A5	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES	Approved	for treatment of Dupuytren's contracture	0.9376369863516874
FLT4	XL-820	Not Approved	""	0.1041818873724097
FLT4	TIVOZANIB HYDROCHLORIDE	Approved	""	0.1250182648468916
FLT4	TIVOZANIB	Approved	antineoplastic agent	0.4167275494896388
FLT4	TELATINIB	Not Approved	antineoplastic agent	0.3571950424196904
FLT4	TABERMINOGENE VADENOVEC	Not Approved	for prevention of blood vessel-blocking in kidney dialysis patients who have undergone vascular access graft surgery	0.4167275494896388
FLT4	SORAFENIB	Approved	antineoplastic agent	0.04386605784101462
FLT4	NVP-TAE684	Not Approved	""	0.006068847808101537
FLT4	PAZOPANIB	Approved	antineoplastic agent	0.09699692962258835
FLT4	LENVATINIB MESYLATE	Approved	""	0.2083637747448194
FLT4	BMS-690514	Not Approved	""	0.1041818873724097
FLT4	L-21649	Not Approved	""	0.2083637747448194
FLT4	LENVATINIB	Approved	antineoplastic agent	0.1041818873724097
FLT4	ILORASERTIB	Not Approved	""	0.01077743662473204
FLT4	PTC299	Not Approved	antineoplastic agent	0.1250182648468916
FLT4	TANDUTINIB	Not Approved	antineoplastic agent	0.0446493803024613
FLT4	JNJ-26483327	Not Approved	""	0.1389091831632129
FLT4	FORETINIB	Not Approved	antineoplastic agent	0.06579908676152194
FLT4	VANDETANIB	Approved	antineoplastic agent	0.0538871831236602
FLT4	MUPARFOSTAT	Not Approved	antineoplastic agent	0.1250182648468916
FLT4	ORANTINIB	Not Approved	""	0.04808394801803526
FLT4	MLN-8054	Not Approved	antineoplastic agent	0.02155487324946408
FLT4	GO-6976	Not Approved	""	0.01453700754033624
FLT4	ENTRECTINIB	Approved	""	0.01096651446025365
FLT4	TAK-715	Not Approved	""	0.02604547184310242
FLT4	GLESATINIB	Not Approved	antineoplastic agent	0.2500365296937833
FLT4	IBCASERTIB	Not Approved	""	0.1562728310586145
FLT4	SULFATINIB	Not Approved	""	0.1562728310586145
FLT4	CP-459632	Not Approved	""	0.07813641552930728
FLT4	KENPAULLONE	Not Approved	""	0.01302273592155121
FLT4	IMC-3C5	Not Approved	antineoplastic agent	2.500365296937833
FLT4	CENISERTIB	Not Approved	antineoplastic agent	0.00529738410368185
FLT4	CEP-5214	Not Approved	""	0.6250913242344582
FLT4	1-AZAKENPAULLONE	Not Approved	""	0.04808394801803526
FLT4	TOZASERTIB	Not Approved	antineoplastic agent	0.008562894852526827
FLT4	SUNITINIB	Approved	antineoplastic agent	0.1403266238077355
FLT4	VARGATEF	Not Approved	""	0.07813641552930728
FLT4	CEDIRANIB	Not Approved	antineoplastic agent	0.05682648402131439
FLT4	GW441756X	Not Approved	""	0.009616789603607052
FLT4	FAMITINIB	Not Approved	""	0.1785975212098452
FLT4	ERLOTINIB	Approved	antineoplastic agent	0.0105947682073637
FLT4	CEP-11981	Not Approved	""	0.0297662535349742
FLT4	GSK-269962A	Not Approved	""	0.01420662100532859
FLT4	SB220025	Not Approved	""	0.02016423626562769
FLT4	RG-1530	Not Approved	""	0.006649907704621896
FLT4	CEP-7055	Not Approved	""	0.2083637747448194
FLT4	FRUQUINTINIB	Approved	antineoplastic agent	0.2678962818147679
FLT4	4SC-203	Not Approved	""	0.1562728310586145
FLT4	X-82	Not Approved	""	0.2500365296937833
FLT4	LINIFANIB	Not Approved	antineoplastic agent	0.03906820776465364
FLT4	PEGPLERANIB SODIUM	Not Approved	for treatment of age-related macular degeneration	0.1041818873724097
FLT4	TAK-593	Not Approved	""	0.1250182648468916
FLT4	ANLOTINIB	Not Approved	""	0.0892987606049226
FLT4	CHLORPYRAMIN HYDROCHLORIDE	Not Approved	""	0.6250913242344582
FLT4	CP-547632	Not Approved	""	0.01420662100532859
FLT4	DORAMAPIMOD	Not Approved	""	0.02717788366236775
FLT4	MK-2461	Not Approved	""	0.02604547184310242
FLT4	RABEPRAZOLE	Approved	Proton pump inhibitor	0.04808394801803526
FLT4	VEGF RECEPTOR TYROSINE KINASE INHIBITOR III	Not Approved	""	0.1041818873724097
FLT4	SU-014813	Not Approved	""	0.0892987606049226
FLT4	NINTEDANIB ESYLATE	Approved	antineoplastic agent	0.1000146118775133
FLT4	XL-999	Not Approved	""	0.05682648402131439
FLT4	XL820	Not Approved	antineoplastic agent	0.1041818873724097
FLT4	ALSTERPAULLONE	Not Approved	""	0.01202098700450881
FLT4	AG-13958	Not Approved	""	0.2083637747448194
FLT4	BRIVANIB	Not Approved	""	0.0446493803024613
FLT4	SP-600125	Not Approved	""	0.007023498025106274
FLT4	XL999	Not Approved	antineoplastic agent	0.06250913242344584
FLT4	LUCITANIB	Not Approved	""	0.08334550989792777
FLT4	GEFITINIB	Approved	antineoplastic agent	0.009192519474036152
FLT4	OSI-930	Not Approved	antineoplastic agent	0.1250182648468916
FLT4	SB203580	Not Approved	""	0.02155487324946408
FLT4	BRIVANIB ALANINATE	Not Approved	""	0.0892987606049226
FLT4	ENMD-2076	Not Approved	antineoplastic agent	0.06049270879688306
FLT4	PF-562271	Not Approved	""	0.00578788263180054
FLT4	SOTRASTAURIN	Not Approved	""	0.01024739875794194
FLT4	MOTESANIB	Not Approved	antineoplastic agent	0.2273059360852575
FLT4	GW843682X	Not Approved	""	0.01602798267267841
FLT4	BARASERTIB-HQPA	Not Approved	""	0.02717788366236775
FLT4	VATALANIB	Not Approved	antineoplastic agent	0.1736364789540161
FLT4	DOVITINIB	Not Approved	antineoplastic agent	0.02475609204888943
FLT4	TESEVATINIB	Not Approved	antineoplastic agent	0.1041818873724097
FLT4	REGORAFENIB	Approved	antineoplastic agent	0.07576864536175253
FLT4	SEMAXANIB	Not Approved	""	0.03677007789614461
FLT4	AXITINIB	Approved	antineoplastic agent	0.1704794520639432
CD40LG	ALDESLEUKIN	Approved	antineoplastic agent	0.1207072901969988
CD40LG	ROSIGLITAZONE	Approved	for treatment of Alzheimer's disease,antidiabetic	0.1646008502686348
CD40LG	ANTI-CD40 MONOCLONAL ANTIBODY CHI LOB 7/4	Not Approved	""	3.621218705909965
CD40LG	MUROMONAB-CD3	Approved	Immunosuppressive Agents	0.5173169579871378
CD40LG	TORALIZUMAB	Not Approved	""	1.810609352954982
CD40LG	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.02081160175810325
CD40LG	BULEVIRTIDE	Not Approved	""	1.810609352954982
CD40LG	AUTOLOGOUS PROSTATE CANCER ANTIGEN-EXPRESSING DENDRITIC CELL VACCINE BPX-101	Not Approved	antineoplastic agent	1.810609352954982
CD40LG	URSODIOL	Approved	for prevention of recurrence of colorectal polyps	0.1131630845596864
CD40LG	BISPECIFIC ANTIBODY	Not Approved	""	0.6035364509849942
CD40LG	ANTINEOPLASTIC VACCINE	Not Approved	""	0.7242437411819932
CD40LG	AT-1501	Not Approved	""	1.810609352954982
CD40LG	LUCATUMUMAB	Not Approved	antineoplastic agent	1.810609352954982
CD40LG	DAPIROLIZUMAB PEGOL	Not Approved	""	3.621218705909965
CD40LG	DAZODALIBEP	Not Approved	""	1.810609352954982
CD40LG	PG-102	Not Approved	""	0.9053046764774912
CD40LG	PROPRANOLOL HYDROCHLORIDE	Approved	for treatment of cancer cachexia	0.07544205637312427
CD40LG	ADALIMUMAB-ADBM	Approved	DMARD,antiinflammatory agent	0.1097339001790898
CD40LG	DAZODALIBEP	Not Approved	""	1.810609352954982
CD40LG	DEXPROPRANOLOL	Not Approved	""	0.3621218705909966
CD40LG	IRBESARTAN	Approved	antihypertensive agent	0.2263261691193728
CD40LG	IMATINIB	Approved	antineoplastic agent	0.04828291607879954
CD40LG	FENOFIBRATE MICRONIZED	Approved	anticholesterolaemic agent,antidyslipidaemic agent	0.1392776425349987
CD40LG	ALPROSTADIL	Approved	for treatment of sexual dysfunction in women,for treatment of erectile dysfunction	0.1574442915613028
CD40LG	RUPLIZUMAB	Not Approved	""	1.810609352954982
CD40LG	RAVAGALIMAB	Not Approved	""	1.810609352954982
CD40LG	ANTI-CD40/ANTI-MESOTHELIN BISPECIFIC ANTIBODY ABBV-428	Not Approved	""	1.810609352954982
CD40LG	ATORVASTATIN CALCIUM TRIHYDRATE	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.06584034010745392
CD40LG	SELICRELUMAB	Not Approved	""	1.810609352954982
CSF2RA	SARGRAMOSTIM	Approved	for treatment of Chron's disease,for treatment of leukopenia	11.66837138570988
CSF2RA	GM-CSF	Not Approved	vaccine,antineoplastic agent	0.729273211606868
CSF2RA	TALIMOGENE LAHERPAREPVEC	Approved	antineoplastic agent	2.917092846427472
CSF2RA	MAVRILIMUMAB	Not Approved	""	5.834185692854944
CSF2RA	MOLGRAMOSTIM	Not Approved	""	5.834185692854944
CSF2RA	MILODISTIM	Not Approved	""	5.834185692854944
CSF2RA	CG0070	Not Approved	antineoplastic agent	5.834185692854944
CSF2RA	OTILIMAB	Not Approved	""	5.834185692854944
CSF2RA	MAVRILIMUMAB	Not Approved	DMARD,antiinflammatory agent	5.834185692854944
CXCL12	OLAPTESED PEGOL	Not Approved	""	13.12691780892362
CXCL12	PREDNISONE	Approved	corticosteroid,antiinflammatory agent	0.305277158347061
CXCL12	CYCLOPHOSPHAMIDE ANHYDROUS	Approved	""	0.1600843635234588
CXCL12	ALEMTUZUMAB	Approved	antineoplastic agent	4.375639269641208
CXCL12	VINCRISTINE	Approved	antineoplastic agent	0.1620607136904151
CXCL12	FLUDARABINE	Approved	antineoplastic agent	0.3860858179095184
CXCL12	RITUXIMAB	Approved	antineoplastic agent	0.2917092846427472
CXCL12	CHLORAMBUCIL	Approved	""	1.312691780892362
BDNF	ACTH	Not Approved	""	0.1422972120208522
BDNF	MIFEPRISTONE	Approved	antidepressant,antipsychotic,for lowering intraocular pressure,opthalmological agent	0.04573838957813109
BDNF	FLUOROURACIL	Approved	""	0.007174649345589192
BDNF	VENLAFAXINE	Approved	antidepressant	0.07114860601042614
BDNF	OXIDOPAMINE	Not Approved	""	0.04268916360625569
BDNF	NICOTINE POLACRILEX	Approved	Central Nervous System Stimulants	0.01856050591576334
BDNF	APR19	Not Approved	""	0.4268916360625568
BDNF	AZD9567	Not Approved	""	0.1422972120208522
BDNF	BORTEZOMIB	Approved	antineoplastic agent	0.00992771246657109
BDNF	HALOPERIDOL DECANOATE	Approved	Antipsychotic Agents	0.01123399042269886
BDNF	LIOTHYRONINE	Approved	Hormone Replacement Agents	0.02587222036742769
BDNF	ARSENIC TRIOXIDE	Approved	antineoplastic agent	0.03283781815865823
BDNF	OLANZAPINE	Approved	for treatment of bipolar disorder,antidepressant,antipsychotic agent	0.01123399042269886
BDNF	PROGESTERONE	Approved	for reducing the risk of pre-term birth for women with short cervix a mid-pregnancy,for prevention of preterm delivery,for symptomatic treatment of menopausal symptoms,neuroprotectant for stroke victims	0.007235451458687404
BDNF	TANAPROGET	Not Approved	""	0.4268916360625568
BDNF	ANTIDEPRESSANT AGENT	Not Approved	""	0.01641890907932911
BDNF	ANTIOXIDANT	Not Approved	""	0.04065634629167208
BDNF	INSULIN, REGULAR, HUMAN	Approved	for treatment of diabetic foot ulcers,antidiabetic	0.02416367751297491
BDNF	RNA POLYMERASE INHIBITOR	Not Approved	""	0.8537832721251137
BDNF	DIETHYLSTILBESTROL	Approved	Hormone Replacement Agents	0.02587222036742769
BDNF	PILOCARPINE HYDROCHLORIDE	Approved	for treatment of incontinence	0.04493596169079546
BDNF	ASOPRISNIL	Not Approved	""	0.2134458180312784
BDNF	NORTRIPTYLINE	Approved	antidepressant,antiasthmatic agent	0.0266807272539098
BDNF	WAY-255348	Not Approved	""	0.4268916360625568
BDNF	PROTEIN KINASE C INHIBITOR	Not Approved	""	0.09486480801390154
BDNF	ADAPALENE	Approved	Dermatologic Agents	0.07114860601042614
BDNF	NYSTATIN	Approved	""	0.2845944240417045
BDNF	CETUXIMAB	Approved	antineoplastic agent	0.02371620200347538
BDNF	TETRADECANOYLPHORBOL ACETATE	Not Approved	""	0.01856050591576334
BDNF	TRIMIPRAMINE	Approved	Tricyclic,Antidepressive Agents	0.01293611018371384
BDNF	THYROGLOBULIN	Approved	""	0.2845944240417045
BDNF	H2O2	Not Approved	""	0.03283781815865823
BDNF	CAPSAICIN	Approved	analgesic	0.05022254541912435
BDNF	GENTAMICIN	Approved	""	0.03712101183152668
BDNF	ZINC SULFATE ANHYDROUS	Approved	""	0.1422972120208522
BDNF	CAMPTOTHECIN	Approved	antineoplastic agent	0.02439380777500325
BDNF	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.005691888480834091
BDNF	METYROSINE	Approved	Catecholamine synthesis inhibitors	0.06567563631731646
BDNF	AMITRIPTYLINE HYDROCHLORIDE	Approved	analgesic	0.009486480801390152
BDNF	MEDROXYPROGESTERONE ACETATE	Approved	""	0.04268916360625569
BDNF	TROGLITAZONE	Approved	""	0.03283781815865823
BDNF	THERAPEUTIC HORMONE	Not Approved	""	0.01940416527557077
BDNF	CHLORPROMAZINE	Approved	""	0.02307522357094902
BDNF	INDOMETHACIN	Approved	NSAID	0.02134458180312784
BDNF	CURCUMIN	Approved	""	0.01940416527557077
BDNF	MONOAMINE OXIDASE INHIBITOR	Not Approved	""	0.04416120373060933
BDNF	NORMAL SALINE	Not Approved	""	0.8537832721251137
BDNF	METHYLPHENIDATE HYDROCHLORIDE	Approved	for treatment of ADHD	0.01856050591576334
BDNF	ANTIBIOTIC	Not Approved	""	0.05022254541912435
BDNF	DOXEPIN HYDROCHLORIDE	Approved	hypnotic,antimigraine agent	0.009702082637785384
BDNF	K-252A	Not Approved	""	0.1707566544250227
BDNF	ONAPRISTONE	Approved	""	0.1067229090156392
BDNF	ORG2058	Not Approved	""	0.4268916360625568
BDNF	INOSITOL	Approved	for treatment of Alzheimer's disease	0.05691888480834092
BDNF	ALTEPLASE	Approved	Thrombolytic agent	0.06403374540938353
BDNF	PROTEIN KINASE INHIBITOR	Not Approved	""	0.1707566544250227
BDNF	DRONABINOL	Approved	for treatment of restlegs legs syndrome,neuropathic pain,analgesic,Antiemetics,appetite stimulant	0.05022254541912435
BDNF	LEVONORGESTREL	Approved	for treatment of menopausal symptoms,contraceptive	0.06098451943750812
BDNF	TRICHOSTATIN A	Not Approved	""	0.04268916360625569
BDNF	METHADONE HYDROCHLORIDE	Approved	Opioid; Antitussive Agents,Analgesics	0.02511127270956217
BDNF	SIMVASTATIN	Approved	antidyslipidaemic agent,anticholesterolaemic agent,antihypertensive agent	0.01707566544250227
BDNF	LITHIUM	Approved	""	0.02032817314583604
BDNF	RECOMBINANT TUMOR NECROSIS FACTOR FAMILY PROTEIN	Not Approved	""	0.05691888480834092
BDNF	GLUCAGON (RDNA)	Approved	Antihypoglycemic Agents	0.07761666110228307
BDNF	DYDROGESTERONE	Approved	Antidysmennorheal Agents	0.1067229090156392
BDNF	ANALGESIC AGENT	Not Approved	""	0.08537832721251139
BDNF	MARIJUANA	Not Approved	""	0.2134458180312784
BDNF	POLYSIALIC ACID	Not Approved	""	0.8537832721251137
BDNF	COLCHICINE	Approved	for treatment of gout	0.01641890907932911
BDNF	SUMATRIPTAN	Approved	antimigraine agent	0.03712101183152668
BDNF	ANESTHETIC AGENT	Not Approved	""	0.08537832721251139
BDNF	IONOMYCIN	Not Approved	""	0.09486480801390154
BDNF	LIDOCAINE	Approved	for treatment of pelvic pain of bladder origin and interstitital cystitis,for treatment of premature ejaculation,anestethic,anesthetic	0.05022254541912435
BDNF	RECOMBINANT TRANSFORMING GROWTH FACTOR	Not Approved	""	0.03880833055114154
BDNF	ULIPRISTAL ACETATE	Approved	contraceptive	0.2134458180312784
BDNF	MEDICATION	Not Approved	""	0.2134458180312784
BDNF	TYROSINE HYDROXYLASE INHIBITOR	Not Approved	""	0.4268916360625568
BDNF	PROPYLTHIOURACIL	Approved	Antithyroid Agents	0.04268916360625569
BDNF	NORETHINDRONE	Approved	contraceptive,Synthetic,Oral,Contraceptives	0.04268916360625569
BDNF	TILARGININE	Not Approved	for treatment of cardiogenic shock	0.1219690388750162
BDNF	LEVODOPA	Approved	antiparkinson agent	0.02371620200347538
BDNF	THERAPEUTIC GONADOTROPIN	Not Approved	""	0.1219690388750162
BDNF	PROMEGESTONE	Not Approved	""	0.4268916360625568
BDNF	TRAMADOL	Approved	analgesic	0.03557430300521307
BDNF	NALOXONE HYDROCHLORIDE	Approved	for treatment of opioid addiction,analgesic	0.05022254541912435
BDNF	BUDESONIDE	Approved	glucocorticoid,antiinflammatory agent	0.03283781815865823
BDNF	FLURBIPROFEN	Approved	NSAID,antiinflammatory agent	0.1067229090156392
BDNF	BACLOFEN	Approved	for treatment of alcohol dependance	0.08537832721251139
BDNF	PROPRANOLOL HYDROCHLORIDE	Approved	for treatment of cancer cachexia	0.03557430300521307
BDNF	ESTRADIOL 3-BENZOATE	Approved	""	0.08537832721251139
BDNF	NICARDIPINE	Approved	Anti-Arrhythmia Agents; Antihypertensive Agents	0.05336145450781961
BDNF	DITIOCARB	Not Approved	""	0.2134458180312784
BDNF	ARGIPRESSIN	Approved	Antidiuretic Agents,analgesic	0.03283781815865823
BDNF	RECOMBINANT CYTOKINE	Not Approved	""	0.03283781815865823
BDNF	HYPERBARIC OXYGEN	Not Approved	""	0.1707566544250227
BDNF	TCDD	Not Approved	""	0.03415133088500455
BDNF	EPOETIN ALFA	Approved	for treatment of anemia,Antianemic Agents,for treatment of stroke,erythropoietic agent	0.02511127270956217
BDNF	DIURETIC	Not Approved	""	0.07114860601042614
BDNF	IMIPRAMINE HYDROCHLORIDE	Approved	Tricyclic,Antidepressive Agents	0.04268916360625569
BDNF	IL-12	Not Approved	""	0.09486480801390154
BDNF	VERTEPORFIN	Approved	""	0.8537832721251137
BDNF	DIDANOSINE	Approved	""	0.06098451943750812
BDNF	ERGOT ALKALOIDS	Not Approved	""	0.1422972120208522
BDNF	PF-03882845	Not Approved	""	0.1422972120208522
BDNF	RECOMBINANT INTERLEUKIN-1 RECEPTOR ANTAGONIST	Not Approved	""	0.4268916360625568
BDNF	ZK112993	Not Approved	""	0.1422972120208522
BDNF	DONEPEZIL	Approved	for treatment of alzheimer's disease	0.1067229090156392
BDNF	VINCRISTINE	Approved	antineoplastic agent	0.01054053422376683
BDNF	FULVESTRANT	Approved	antineoplastic agent	0.03557430300521307
BDNF	METHYLPREDNISOLONE	Approved	Anti-Inflammatory Agents; Glucocorticoids	0.04743240400695077
BDNF	METFORMIN	Approved	antidiabetic	0.02189187877243881
BDNF	GEMFIBROZIL	Approved	Antilipemic Agents	0.06567563631731646
BDNF	DACTINOMYCIN	Approved	""	0.02439380777500325
BDNF	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.007905400667825128
BDNF	CYCLOOXYGENASE INHIBITOR	Not Approved	""	0.2134458180312784
BDNF	DESIPRAMINE	Approved	Tricyclic,Antidepressive Agents	0.02189187877243881
BDNF	FREUND'S ADJUVANT	Not Approved	""	0.07114860601042614
BDNF	FLUTICASONE	Approved	glucocorticoid,antiinflammatory agent,for treatment of symptomatic exophthalmos associated with thyroid-related eye disease,bronchodilator	0.02246798084539773
BDNF	CLOMIPRAMINE	Approved	Tricyclic,Antidepressive Agents	0.01123399042269886
BDNF	TOPOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.03415133088500455
BDNF	GP-120 ANTIGEN	Not Approved	""	0.06567563631731646
BDNF	SODIUM CHLORIDE	Approved	""	0.03049225971875406
BDNF	OPIATE	Not Approved	""	0.1422972120208522
FAS	PYRAZINAMIDE	Approved	""	0.06963882126749935
FAS	FAS LIGAND	Not Approved	""	0.2263261691193728
FAS	CH 275	Not Approved	""	0.9053046764774912
FAS	[L-TYR8]CYN 154806	Not Approved	""	0.1810609352954983
FAS	SRIF-28	Not Approved	""	0.1131630845596864
FAS	L-362,855	Not Approved	""	0.1810609352954983
FAS	[125I]LTT-SRIF-28	Not Approved	""	0.1810609352954983
FAS	BIM 23052	Not Approved	""	0.1810609352954983
FAS	RECOMBINANT CYTOKINE	Not Approved	""	0.06963882126749935
FAS	CORTISTATIN-14	Not Approved	""	0.1508841127462485
FAS	FLUOROURACIL	Approved	""	0.01521520464668052
FAS	TESTOSTERONE	Approved	for treatment of female sexual dysfunction,hormone replacement	0.04642588084499955
FAS	VESNARINONE	Not Approved	""	0.2263261691193728
FAS	CGP 23996	Not Approved	""	0.1810609352954983
FAS	SILICON PHTHALOCYANINE 4	Not Approved	""	0.6035364509849942
FAS	DES-AA1,2,5,12,13-[D-TRP8]SRIF	Not Approved	""	0.9053046764774912
FAS	PASIREOTIDE	Approved	for treatment of acromegaly,antineoplastic agent	0.1131630845596864
FAS	KE 108	Not Approved	""	0.1810609352954983
FAS	DES-ALA1,2,5-[D-TRP8,IAMP9]SRIF	Not Approved	""	0.9053046764774912
FAS	BACILLUS CALMETTE-GUERIN ANTIGEN	Not Approved	""	0.1508841127462485
FAS	MPA	Not Approved	""	0.1810609352954983
FAS	BIM 23454	Not Approved	""	0.1810609352954983
FAS	ATORVASTATIN CALCIUM TRIHYDRATE	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.03292017005372696
FAS	CISPLATIN	Approved	""	0.01248696105486195
FAS	DES-AA5-[D-TRP8]SRIF	Not Approved	""	0.2263261691193728
FAS	ASPIRIN	Approved	NSAID,antithrombotic,anticoagulant	0.01284120108478711
FAS	AS101	Not Approved	""	0.3621218705909966
FAS	NC 4-28B	Not Approved	""	0.3017682254924971
FAS	FLOXURIDINE	Approved	antineoplastic agent	0.1293292394967844
FAS	[D-TYR8]CYN 154806	Not Approved	""	0.1810609352954983
FAS	TENIPOSIDE	Approved	Antineoplastic Agents	0.2011788169949981
FAS	CYCLO(7-12) DES-AA1,2,5-[GLU7,D-TRP8,IAMP9,M-I-TYR11,HHLYS12]SRIF	Not Approved	""	0.9053046764774912
FAS	VALPROIC ACID	Approved	Anticonvulsants,for treatment of basal cell carcinoma,anticonvulsant	0.03176507636763127
FAS	CST-17	Not Approved	""	0.1810609352954983
FAS	TRETINOIN	Approved	for treatment of acne	0.01989680607642838
FAS	OFRANERGENE OBADENOVEC	Not Approved	""	0.9053046764774912
FAS	CHOLECALCIFEROL	Approved	""	0.1508841127462485
FAS	BISPECIFIC ANTIBODY	Not Approved	""	0.3017682254924971
FAS	THROMBIN	Approved	topical tissue sealant,for treatment of hemophilia B,coagulant	0.07544205637312427
FAS	ARSENIC TRIOXIDE	Approved	antineoplastic agent	0.06963882126749935
FAS	ADENOVIRUS 5-CD40 LIGAND	Not Approved	""	1.810609352954982
FAS	SRIF-14	Not Approved	""	0.1810609352954983
FAS	SRA880	Not Approved	""	0.9053046764774912
FAS	[125I]CGP 23996	Not Approved	""	0.1810609352954983
FAS	ASUNERCEPT	Not Approved	antineoplastic agent	0.4526523382387456
FAS	BIM 23627	Not Approved	""	0.1810609352954983
FAS	BUTYRIC ACID	Not Approved	""	0.09365220791146461
FAS	[125I]TYR10-CST14	Not Approved	""	0.1810609352954983
FAS	L-817,818	Not Approved	""	0.4526523382387456
FAS	VITAMIN K	Approved	Antifibrinolytic Agents	0.2011788169949981
FAS	PROTEASOME INHIBITOR	Not Approved	""	0.09053046764774915
FAS	EDELFOSINE	Not Approved	""	1.810609352954982
FAS	DES-AA1,5-[TYR2,D-TRP8,IAMP9]SRIF	Not Approved	""	0.9053046764774912
FAS	LITHIUM	Approved	""	0.04310974649892815
FAS	L-797,591	Not Approved	""	0.9053046764774912
FAS	DAUNORUBICIN LIPOSOMAL	Approved	antineoplastic agent	0.01989680607642838
FAS	BIM 23050	Not Approved	""	0.3017682254924971
FAS	CYCLOPHOSPHAMIDE ANHYDROUS	Approved	""	0.02208060186530466
IGF2	XENTUZUMAB	Not Approved	""	2.917092846427472
IGF2	ANASTROZOLE	Approved	antineoplastic agent	0.4487835148349958
IGF2	DOCETAXEL ANHYDROUS	Approved	antineoplastic agent	0.0351456969449093
IGF2	SOMATROPIN (RECOMBINANT DNA ORIGIN)	Approved	hormone replacement,for treatment of spinal muscular atrophy,For treatment of growth disorders,growth hormone replacement therapy	0.3889457128569963
IGF2	RECOMBINANT INTERFERON	Not Approved	""	0.1495945049449985
IGF2	LINSITINIB	Not Approved	antineoplastic agent	0.4167275494896388
IGF2	CABAZITAXEL	Approved	antineoplastic agent	0.1325951293830669
IGF2	RECOMBINANT HEPATOCYTE GROWTH FACTOR	Not Approved	""	0.5834185692854945
IGF2	GLUTAMINE	Approved	""	0.729273211606868
IGF2	GEMCITABINE	Approved	antineoplastic agent	0.03136658974653196
IGF2	3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	Not Approved	""	1.166837138570989
IGF2	DUSIGITUMAB	Not Approved	""	2.917092846427472
IGF2	GEFITINIB	Approved	antineoplastic agent	0.08579684842433742
IGF2	ETOPOSIDE	Approved	Antineoplastic Agents	0.09888450326872786
IGF2	GANITUMAB	Not Approved	""	0.4861821410712453
